        rmsthk      stdthk       rmsvel       stdvel       rmsdiv       stddiv       rmsusurf       stdusurf
-57.2162666321 42.3967857361 -85.9543762207 103.6233291626 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.2755813599 42.4133567810 -85.9575729370 103.6282196045 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.2755813599 42.4607734680 -85.9573440552 103.6310119629 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.3351898193 42.4904708862 -85.9628219604 103.6389007568 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.3949356079 42.3669013977 -85.9617614746 103.6418838501 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4248809814 42.4679832458 -85.9689025879 103.6526489258 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4248771667 42.3794136047 -85.9684066772 103.6544494629 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4248771667 42.4682922363 -85.9735794067 103.6583633423 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4550323486 42.4231185913 -85.9716186523 103.6581802368 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4248123169 42.4684982300 -86.5747680664 103.8264083862 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551010132 42.4231224060 -86.5733108521 103.8241653442 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4247436523 42.4687004089 -86.5769577026 103.8255691528 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4231224060 -86.5769042969 103.8274536133 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4216308594 -86.5803070068 103.8281173706 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4232254028 -86.5808792114 103.8318023682 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551620483 42.4217262268 -86.5842514038 103.8329010010 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551620483 42.4233245850 -86.5837249756 103.8335189819 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4218215942 -86.5862579346 103.8333816528 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4234275818 -86.5856704712 103.8340606689 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551620483 42.4219131470 -87.0328292847 103.9518356323 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4235267639 -87.0316543579 103.9522018433 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4220085144 -87.0334625244 103.9497375488 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4236259460 -87.0316314697 103.9493713379 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4220962524 -87.0342178345 103.9488983154 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4237213135 -87.0324172974 103.9483871460 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4221878052 -87.0361862183 103.9499435425 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4238166809 -87.0338211060 103.9481735229 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551696777 42.4222755432 -87.0376052856 103.9517517090 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4239082336 -87.0350265503 103.9502105713 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4223594666 -87.3519287109 104.0243606567 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4239997864 -87.3507461548 104.0241546631 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551658630 42.4224472046 -87.3528976440 104.0236206055 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4868011475 42.3718223572 -87.3519515991 104.0240936279 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4551124573 42.4226264954 -87.3542938232 104.0245056152 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4868583679 42.3718223572 -87.3529815674 104.0246810913 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4868545532 42.4468994141 -87.3547973633 104.0248947144 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4868545532 42.3717803955 -87.3538360596 104.0250549316 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4868545532 42.4471092224 -87.3563308716 104.0268402100 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5188140869 42.4075012207 -87.3551712036 104.0270996094 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4868011475 42.4472618103 -87.5578079224 104.0564727783 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5188636780 42.4075202942 -87.5569458008 104.0582046509 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4867477417 42.4474067688 -87.5583877563 104.0569305420 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5189132690 42.4075393677 -87.5566177368 104.0571670532 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4867057800 42.4475479126 -87.5585937500 104.0573043823 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5189704895 42.4075584412 -87.5569839478 104.0574722290 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4866523743 42.4476928711 -87.5595092773 104.0596160889 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5190162659 42.4075775146 -87.5576629639 104.0594635010 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4865989685 42.4478302002 -87.5600509644 104.0610733032 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5190696716 42.4075927734 -87.5581817627 104.0603103638 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4865570068 42.4479675293 -87.6650619507 104.0552291870 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5191116333 42.4076118469 -87.6630630493 104.0540390015 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4865150452 42.4481010437 -87.6646194458 104.0531082153 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5191574097 42.4076309204 -87.6629028320 104.0533370972 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4864616394 42.4482345581 -87.6647262573 104.0535049438 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5192070007 42.4076499939 -87.6624679565 104.0520629883 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4864158630 42.4483680725 -87.6652069092 104.0537490845 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5192527771 42.4076690674 -87.6634063721 104.0541076660 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4863739014 42.4484977722 -87.6653366089 104.0542221069 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5192947388 42.4076881409 -87.6632537842 104.0536804199 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4863319397 42.4486236572 -87.6884918213 104.0194473267 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5193443298 42.4077072144 -87.6866226196 104.0192642212 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4862899780 42.4487495422 -87.6885299683 104.0197372437 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5193862915 42.4077224731 -87.6866455078 104.0191726685 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4862480164 42.4488677979 -87.6885604858 104.0195465088 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5194282532 42.4077415466 -87.6866378784 104.0192260742 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4862060547 42.4489936829 -87.6885604858 104.0195083618 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5194702148 42.4077606201 -87.6866378784 104.0192260742 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4861640930 42.4491081238 -87.6885604858 104.0195083618 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5195083618 42.4077758789 -87.6866378784 104.0192260742 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4861259460 42.4492263794 -87.6401519775 103.9564056396 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5195465088 42.4077911377 -87.6382904053 103.9562530518 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4860839844 42.4493408203 -87.6402282715 103.9566116333 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5195846558 42.4078102112 -87.6383285522 103.9563522339 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4860458374 42.4494552612 -87.6402511597 103.9565277100 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5196189880 42.4078292847 -87.6383819580 103.9562911987 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4860115051 42.4495620728 -87.6403045654 103.9563293457 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5196571350 42.4078445435 -87.6383056641 103.9557342529 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4859733582 42.4496726990 -87.6401443481 103.9555435181 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5196990967 42.4078598022 -87.6381835938 103.9552993774 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4859352112 42.4497795105 -87.5258178711 103.8629913330 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5197372437 42.4078750610 -87.5243835449 103.8633499146 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4859008789 42.4498825073 -87.5271377563 103.8652114868 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5197715759 42.4078941345 -87.5250320435 103.8640899658 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4858665466 42.4499893188 -87.5278015137 103.8659896851 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5198020935 42.4079055786 -87.5260314941 103.8652725220 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4858322144 42.4500885010 -87.5288848877 103.8672790527 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5198402405 42.4079246521 -87.5265808105 103.8660507202 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4857978821 42.4501876831 -87.5289459229 103.8673400879 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5198745728 42.4079399109 -87.5265884399 103.8660278320 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4857635498 42.4502868652 -87.3537597656 103.7489700317 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5199089050 42.4079551697 -87.3509979248 103.7473144531 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4857330322 42.4503822327 -87.3536758423 103.7484893799 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5199356079 42.4079704285 -87.3513183594 103.7475814819 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4857025146 42.4504776001 -87.3536376953 103.7483444214 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5199699402 42.4079856873 -87.3512496948 103.7473678589 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4856719971 42.4505691528 -87.3536376953 103.7483444214 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5200042725 42.4080009460 -87.3512496948 103.7473754883 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4856376648 42.4506607056 -87.3536376953 103.7483520508 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5200309753 42.4080162048 -87.3512496948 103.7473678589 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4856071472 42.4507484436 -87.1208572388 103.6056671143 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5200614929 42.4080276489 -87.1175537109 103.6028900146 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4855804443 42.4508361816 -87.1195220947 103.6037673950 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5200958252 42.4080429077 -87.1167602539 103.6017990112 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4855537415 42.4509239197 -87.1195220947 103.6037673950 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5201187134 42.4080581665 -87.1167602539 103.6017990112 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4855232239 42.4510116577 -87.1195220947 103.6037673950 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5201416016 42.4080734253 -87.1167602539 103.6017990112 0.0000000000 0.0000000000 0.0000000000 0.0000000000
