        rmsthk      stdthk       rmsvel       stdvel       rmsdiv       stddiv       rmsusurf       stdusurf
-57.4854927063 42.4510917664 -87.1195297241 103.6037673950 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5201759338 42.4080848694 -87.1167602539 103.6017913818 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4854660034 42.4511718750 -86.8312225342 103.4356613159 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5202026367 42.4080963135 -86.8270797729 103.4320602417 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4854393005 42.4512481689 -86.8293762207 103.4328155518 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5202293396 42.4081115723 -86.8270797729 103.4320602417 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4854164124 42.4513282776 -86.8293762207 103.4328079224 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5202560425 42.4081268311 -86.8270797729 103.4320602417 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4853973389 42.4514083862 -86.8293914795 103.4328079224 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5202789307 42.4081382751 -86.8270797729 103.4320602417 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4853668213 42.4514808655 -86.8293914795 103.4328079224 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5203056335 42.4081535339 -86.8270721436 103.4320602417 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4853363037 42.4515533447 -86.4824676514 103.2353591919 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5203323364 42.4081649780 -86.4783020020 103.2315292358 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4853172302 42.4516296387 -86.4760131836 103.2260665894 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5203590393 42.4081764221 -86.4675064087 103.2160415649 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4852981567 42.4516983032 -86.4663314819 103.2131042480 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5203819275 42.4081916809 -86.4631500244 103.2110214233 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4852752686 42.4517707825 -86.4601364136 103.2053833008 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5204010010 42.4082031250 -86.4555282593 103.2010955811 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4852561951 42.4518356323 -86.4568557739 103.2002029419 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5204277039 42.4082145691 -86.4536743164 103.1983108521 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4852333069 42.4519042969 -86.0606002808 102.9846572876 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5204467773 42.4082260132 -86.0520324707 102.9761810303 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4852104187 42.4519653320 -86.0553894043 102.9790802002 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5204658508 42.4082374573 -86.0468444824 102.9704818726 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4851875305 42.4520301819 -86.0469284058 102.9690551758 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5204925537 42.4082489014 -86.0372543335 102.9574584961 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4851608276 42.4520912170 -86.0396575928 102.9594116211 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5205078125 42.4082603455 -86.0311126709 102.9501724243 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4851417542 42.4521522522 -86.0333938599 102.9518966675 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5205307007 42.4082679749 -86.0250167847 102.9437255859 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4851226807 42.4522132874 -85.6178512573 102.7451324463 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5205497742 42.4082794189 -85.6107940674 102.7383499146 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4851036072 42.4522705078 -85.6131744385 102.7380065918 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5205650330 42.4082908630 -85.6033782959 102.7266235352 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4850921631 42.4523277283 -85.6080093384 102.7290420532 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5205879211 42.4082984924 -85.5972900391 102.7172241211 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4850654602 42.4523849487 -85.6029205322 102.7217864990 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5205993652 42.4083099365 -85.5928421021 102.7108001709 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4850502014 42.4524383545 -85.5975723267 102.7138442993 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5206260681 42.4083175659 -85.5906372070 102.7073364258 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4850311279 42.4524879456 -85.2052917480 102.5353775024 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5206375122 42.4083290100 -85.1936187744 102.5235900879 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4850120544 42.4525413513 -85.1985015869 102.5237503052 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5206565857 42.4083328247 -85.1913146973 102.5193939209 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4849929810 42.4525909424 -85.1948547363 102.5177307129 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5206718445 42.4083480835 -85.1855773926 102.5092697144 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4849815369 42.4526405334 -85.1928176880 102.5140991211 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5206871033 42.4083557129 -85.1850128174 102.5079956055 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4849700928 42.4526863098 -85.1928176880 102.5141067505 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5207061768 42.4083633423 -85.1850128174 102.5079956055 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4849548340 42.4527320862 -84.8637847900 102.3807601929 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5207214355 42.4083709717 -84.8563842773 102.3731536865 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4849433899 42.4527816772 -84.8621292114 102.3789062500 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5207366943 42.4083824158 -84.8570175171 102.3723449707 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4849281311 42.4528236389 -84.8668518066 102.3821105957 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5207481384 42.4083900452 -84.8568038940 102.3722381592 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4849090576 42.4528694153 -84.8664093018 102.3813323975 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5207633972 42.4083976746 -84.8561096191 102.3710021973 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848976135 42.4529075623 -84.8662414551 102.3805389404 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5207710266 42.4084014893 -84.8561172485 102.3711700439 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848785400 42.4529495239 -84.6183013916 102.2924804688 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5207901001 42.4084091187 -84.6147308350 102.2909622192 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848670959 42.4529876709 -84.6270446777 102.3010482788 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208053589 42.4084167480 -84.6235046387 102.2972946167 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848594666 42.4530258179 -84.6321105957 102.3047332764 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208168030 42.4084243774 -84.6234970093 102.2972869873 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848403931 42.4530639648 -84.6321258545 102.3047256470 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208206177 42.4084320068 -84.6234970093 102.2972869873 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848289490 42.4530982971 -84.6321334839 102.3047256470 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208396912 42.4084358215 -84.6234970093 102.2972869873 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848213196 42.4531364441 -84.4708251953 102.2579116821 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208511353 42.4084434509 -84.4670333862 102.2565689087 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848060608 42.4531707764 -84.4693908691 102.2578506470 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208587646 42.4084510803 -84.4668807983 102.2571105957 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847984314 42.4531974792 -84.4693756104 102.2578964233 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208740234 42.4084548950 -84.4670410156 102.2578659058 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847908020 42.4532318115 -84.4693756104 102.2578811646 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208854675 42.4084625244 -84.4670333862 102.2578582764 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847793579 42.4532623291 -84.4693832397 102.2578811646 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208969116 42.4084701538 -84.4670333862 102.2578659058 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847717285 42.4532928467 -84.3880920410 102.2477798462 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209045410 42.4084739685 -84.3824157715 102.2445907593 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847640991 42.4533195496 -84.3894577026 102.2482223511 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209121704 42.4084777832 -84.3845291138 102.2460708618 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847488403 42.4533500671 -84.3944396973 102.2519226074 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209197998 42.4084815979 -84.3873596191 102.2483673096 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847412109 42.4533767700 -84.3944396973 102.2519226074 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209236145 42.4084892273 -84.3873596191 102.2483749390 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847335815 42.4533996582 -84.3944396973 102.2519226074 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209388733 42.4084930420 -84.3873596191 102.2483673096 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847259521 42.4534263611 -84.3771133423 102.2694168091 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209465027 42.4084968567 -84.3717193604 102.2691268921 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847183228 42.4534492493 -84.3788375854 102.2737655640 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209541321 42.4085006714 -84.3745269775 102.2743530273 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847106934 42.4534721375 -84.3820343018 102.2802886963 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209617615 42.4085044861 -84.3747482300 102.2747573853 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847030640 42.4534950256 -84.3820343018 102.2802886963 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209693909 42.4085121155 -84.3747482300 102.2747497559 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846954346 42.4535140991 -84.3820343018 102.2802963257 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209693909 42.4085121155 -84.3747482300 102.2747497559 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846878052 42.4535331726 -84.4066848755 102.3114242554 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209808350 42.4085121155 -84.3998489380 102.3100051880 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846801758 42.4535522461 -84.4082641602 102.3162231445 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209846497 42.4085197449 -84.4029388428 102.3151779175 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846801758 42.4535713196 -84.4094619751 102.3180999756 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209960938 42.4085235596 -84.4045791626 102.3178024292 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846725464 42.4535903931 -84.4126052856 102.3230590820 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209999084 42.4085235596 -84.4069061279 102.3196945190 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846687317 42.4536056519 -84.4126205444 102.3231048584 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210037231 42.4085311890 -84.4069061279 102.3196945190 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846649170 42.4536209106 -84.4564056396 102.3565292358 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210075378 42.4085350037 -84.4481811523 102.3491058350 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846611023 42.4536323547 -84.4514160156 102.3503570557 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210151672 42.4085350037 -84.4434509277 102.3451919556 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846534729 42.4536476135 -84.4526977539 102.3527984619 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210227966 42.4085388184 -84.4449157715 102.3477325439 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846496582 42.4536628723 -84.4536819458 102.3542709351 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210227966 42.4085388184 -84.4456176758 102.3486175537 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846496582 42.4536743164 -84.4536819458 102.3542709351 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210266113 42.4085426331 -84.4456176758 102.3486175537 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846420288 42.4536819458 -84.4989166260 102.3817977905 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210304260 42.4085426331 -84.4922637939 102.3768768311 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846420288 42.4536933899 -84.4992675781 102.3818054199 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210304260 42.4085464478 -84.4923400879 102.3768768311 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846382141 42.4537048340 -84.4993362427 102.3818359375 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210380554 42.4085502625 -84.4925384521 102.3770446777 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846343994 42.4537086487 -84.4993972778 102.3818664551 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210418701 42.4085502625 -84.4926376343 102.3770675659 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846343994 42.4537200928 -84.4994964600 102.3818893433 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210380554 42.4085540771 -84.4926376343 102.3770675659 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846305847 42.4537277222 -84.5284423828 102.3935699463 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210456848 42.4085540771 -84.5217056274 102.3887557983 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846267700 42.4537315369 -84.5283966064 102.3930740356 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210456848 42.4085540771 -84.5215530396 102.3881835938 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846229553 42.4537353516 -84.5283966064 102.3930740356 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210494995 42.4085540771 -84.5215530396 102.3881835938 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846267700 42.4537429810 -84.5283966064 102.3930740356 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210456848 42.4085540771 -84.5215530396 102.3881835938 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846229553 42.4537429810 -84.5283966064 102.3930740356 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210533142 42.4085540771 -84.5215454102 102.3881835938 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846229553 42.4537506104 -84.5319824219 102.3835220337 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210571289 42.4085540771 -84.5252075195 102.3788070679 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846229553 42.4537506104 -84.5330734253 102.3839492798 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210533142 42.4085540771 -84.5264892578 102.3801193237 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846267700 42.4537506104 -84.5332183838 102.3842163086 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210533142 42.4085578918 -84.5264892578 102.3801193237 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846191406 42.4537506104 -84.5332183838 102.3842163086 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210533142 42.4085578918 -84.5264816284 102.3801193237 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846191406 42.4537506104 -84.5332183838 102.3842163086 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210456848 42.4085578918 -84.5256958008 102.3806152344 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846229553 42.4537506104 -84.5049438477 102.3508682251 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210533142 42.4085540771 -84.4984741211 102.3471679688 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846229553 42.4537506104 -84.5046920776 102.3501510620 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210571289 42.4085540771 -84.5005569458 102.3495025635 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846229553 42.4537467957 -84.5046920776 102.3501510620 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210494995 42.4085540771 -84.5004348755 102.3494720459 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846191406 42.4537429810 -84.5046920776 102.3501510620 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210494995 42.4085540771 -84.5005569458 102.3494949341 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846267700 42.4537429810 -84.5046844482 102.3501510620 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210494995 42.4085540771 -84.5004348755 102.3494720459 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846343994 42.4537353516 -84.4424209595 102.2908630371 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210456848 42.4085540771 -84.4356384277 102.2867431641 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846305847 42.4537315369 -84.4419174194 102.2890548706 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210456848 42.4085540771 -84.4350967407 102.2848739624 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846305847 42.4537277222 -84.4414062500 102.2872695923 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210456848 42.4085502625 -84.4325332642 102.2804183960 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846343994 42.4537200928 -84.4413681030 102.2873153687 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210418701 42.4085502625 -84.4325866699 102.2805786133 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846343994 42.4537124634 -84.4413681030 102.2873153687 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210418701 42.4085502625 -84.4325866699 102.2805786133 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846343994 42.4537048340 -84.3447418213 102.2069320679 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210380554 42.4085464478 -84.3376388550 102.2029495239 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846420288 42.4536972046 -84.3419189453 102.2038192749 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210380554 42.4085426331 -84.3354415894 102.1991195679 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846458435 42.4536895752 -84.3419189453 102.2038192749 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210304260 42.4085426331 -84.3354415894 102.1991195679 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846458435 42.4536781311 -84.3419189453 102.2038192749 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210304260 42.4085426331 -84.3354415894 102.1991195679 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846534729 42.4536705017 -84.3419189453 102.2038192749 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210266113 42.4085388184 -84.3354415894 102.1991195679 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846534729 42.4536628723 -84.2139434814 102.1073913574 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210227966 42.4085388184 -84.2059402466 102.0995559692 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846649170 42.4536437988 -84.2117233276 102.1031036377 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210189819 42.4085311890 -84.2051773071 102.0978698730 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846649170 42.4536323547 -84.2102508545 102.0999069214 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210113525 42.4085350037 -84.2036437988 102.0946502686 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846687317 42.4536209106 -84.2109298706 102.1014404297 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210075378 42.4085273743 -84.2043304443 102.0961837769 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846725464 42.4536094666 -84.2102584839 102.0999603271 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209999084 42.4085235596 -84.2036437988 102.0946502686 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846763611 42.4535942078 -84.0596313477 101.9951782227 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5210037231 42.4085235596 -84.0535507202 101.9911651611 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846801758 42.4535827637 -84.0614852905 101.9985198975 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209960938 42.4085235596 -84.0542526245 101.9927139282 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846878052 42.4535675049 -84.0614852905 101.9985198975 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209884644 42.4085197449 -84.0542602539 101.9927139282 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846954346 42.4535522461 -84.0614852905 101.9985122681 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209884644 42.4085159302 -84.0542602539 101.9927215576 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4846954346 42.4535331726 -84.0614852905 101.9985122681 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209846497 42.4085121155 -84.0542602539 101.9927215576 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847030640 42.4535179138 -83.8989028931 101.8898315430 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209693909 42.4085121155 -83.8926544189 101.8860244751 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847106934 42.4535026550 -83.9014053345 101.8926773071 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209693909 42.4085083008 -83.8930282593 101.8879776001 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847145081 42.4534835815 -83.9017105103 101.8942718506 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209617615 42.4085044861 -83.8933563232 101.8897018433 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847183228 42.4534645081 -83.9017944336 101.8948822021 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209617615 42.4085006714 -83.8935852051 101.8908996582 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847297668 42.4534454346 -83.9025192261 101.8985214233 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209503174 42.4084968567 -83.8944778442 101.8952255249 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847335815 42.4534301758 -83.7433166504 101.8027191162 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209465027 42.4084930420 -83.7381057739 101.8024826050 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847412109 42.4534072876 -83.7446289062 101.8076782227 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209350586 42.4084892273 -83.7392883301 101.8067779541 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847450256 42.4533882141 -83.7447128296 101.8096618652 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209274292 42.4084854126 -83.7395401001 101.8074722290 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847526550 42.4533653259 -83.7450485229 101.8110961914 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209236145 42.4084815979 -83.7400283813 101.8094711304 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847640991 42.4533462524 -83.7450408936 101.8114700317 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209159851 42.4084777832 -83.7401275635 101.8098373413 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847717285 42.4533233643 -83.6027526855 101.7227554321 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209121704 42.4084701538 -83.5977554321 101.7220077515 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847793579 42.4533004761 -83.6026458740 101.7233428955 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5209045410 42.4084663391 -83.5967636108 101.7204666138 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847831726 42.4532775879 -83.6028976440 101.7241058350 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208969116 42.4084625244 -83.5963821411 101.7202758789 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4847908020 42.4532546997 -83.6030960083 101.7261276245 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208892822 42.4084587097 -83.5970230103 101.7225341797 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848022461 42.4532318115 -83.6036758423 101.7280349731 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208816528 42.4084548950 -83.5973892212 101.7236251831 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848060608 42.4532051086 -83.4991302490 101.6609802246 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208702087 42.4084510803 -83.5004196167 101.6619796753 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848098755 42.4531822205 -83.5004882812 101.6631622314 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208663940 42.4084434509 -83.5013656616 101.6639175415 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848213196 42.4531555176 -83.5013351440 101.6639938354 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208625793 42.4084434509 -83.5033721924 101.6669921875 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.4848327637 42.4531326294 -83.5025482178 101.6664733887 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-57.5208511353 42.4084358215 -83.5037231445 101.6677474976 0.0000000000 0.0000000000 0.0000000000 0.0000000000
