     velsurf   thk_positive       thk_regu           glen
8898533.0000         0.0000   9999999.0000        -0.0730
8897990.0000         0.0000   9999999.0000        -0.0730
8897663.0000         0.0000   9999999.0000        -0.0730
8897311.0000         0.0000   9999999.0000        -0.0730
8897121.0000         0.0000   9999999.0000        -0.0730
8896550.0000         0.0000   9999999.0000        -0.0730
8896700.0000         0.0000   9999999.0000        -0.0744
8888820.0000         0.0000   9999999.0000        -0.0744
8888241.0000         0.0000   9999999.0000        -0.0744
8888045.0000         0.0000   9999999.0000        -0.0744
8887868.0000         0.0000   9999999.0000        -0.0744
8887365.0000         0.0000   9999999.0000        -0.0744
8886965.0000         0.0000   9999999.0000        -0.0744
8887036.0000         0.0000   9999999.0000        -0.0744
8886882.0000         0.0000   9999999.0000        -0.0744
8887037.0000         0.0000   9999999.0000        -0.0744
8886882.0000         0.0000   9999999.0000        -0.0753
8883862.0000         0.0000   9999999.0000        -0.0753
8883382.0000         0.0000   9999999.0000        -0.0753
8882996.0000         0.0000   9999999.0000        -0.0753
8882843.0000         0.0000   9999999.0000        -0.0753
8882879.0000         0.0000   9999999.0000        -0.0753
8882639.0000         0.0000   9999999.0000        -0.0753
8882703.0000         0.0000   9999999.0000        -0.0753
8882442.0000         0.0000   9999999.0000        -0.0753
8882791.0000         0.0000   9999999.0000        -0.0753
8882440.0000         0.0000   9999999.0000        -0.0760
8882477.0000         0.0000   9999999.0000        -0.0760
8882368.0000         0.0000   9999999.0000        -0.0760
8882904.0000         0.0000   9999999.0000        -0.0760
8882969.0000         0.0000   9999999.0000        -0.0760
8883183.0000         0.0000   9999999.0000        -0.0760
8882968.0000         0.0000   9999999.0000        -0.0760
8883183.0000         0.0000   9999999.0000        -0.0760
8882968.0000         0.0000   9999999.0000        -0.0760
8883183.0000         0.0000   9999999.0000        -0.0760
8882968.0000         0.0000   9999999.0000        -0.0765
8884608.0000         0.0000   9999999.0000        -0.0765
8884726.0000         0.0000   9999999.0000        -0.0765
8884428.0000         0.0000   9999999.0000        -0.0765
8884663.0000         0.0000   9999999.0000        -0.0765
8884432.0000         0.0000   9999999.0000        -0.0765
8884622.0000         0.0000   9999999.0000        -0.0765
8884432.0000         0.0000   9999999.0000        -0.0765
8884623.0000         0.0000   9999999.0000        -0.0765
8884433.0000         0.0000   9999999.0000        -0.0765
8884623.0000         0.0000   9999999.0000        -0.0779
8886867.0000         0.0000   9999999.0000        -0.0779
8887017.0000         0.0000   9999999.0000        -0.0779
8887024.0000         0.0000   9999999.0000        -0.0779
8887193.0000         0.0000   9999999.0000        -0.0779
8887367.0000         0.0000   9999999.0000        -0.0779
8887362.0000         0.0000   9999999.0000        -0.0779
8887367.0000         0.0000   9999999.0000        -0.0779
8887362.0000         0.0000   9999999.0000        -0.0779
8887367.0000         0.0000   9999999.0000        -0.0779
8887362.0000         0.0000   9999999.0000        -0.0792
8890014.0000         0.0000   9999999.0000        -0.0792
8889972.0000         0.0000   9999999.0000        -0.0792
8889937.0000         0.0000   9999999.0000        -0.0792
8890373.0000         0.0000   9999999.0000        -0.0792
8890382.0000         0.0000   9999999.0000        -0.0792
8890384.0000         0.0000   9999999.0000        -0.0792
8890382.0000         0.0000   9999999.0000        -0.0792
8890384.0000         0.0000   9999999.0000        -0.0792
8890382.0000         0.0000   9999999.0000        -0.0792
8890384.0000         0.0000   9999999.0000        -0.0807
8892573.0000         0.0000   9999999.0000        -0.0807
8892474.0000         0.0000   9999999.0000        -0.0807
8892827.0000         0.0000   9999999.0000        -0.0807
8892541.0000         0.0000   9999999.0000        -0.0807
8892863.0000         0.0000   9999999.0000        -0.0807
8892603.0000         0.0000   9999999.0000        -0.0807
8892834.0000         0.0000   9999999.0000        -0.0807
8892894.0000         0.0000   9999999.0000        -0.0807
8892829.0000         0.0000   9999999.0000        -0.0807
8892894.0000         0.0000   9999999.0000        -0.0822
8895006.0000         0.0000   9999999.0000        -0.0822
8894982.0000         0.0000   9999999.0000        -0.0822
8894918.0000         0.0000   9999999.0000        -0.0822
8894751.0000         0.0000   9999999.0000        -0.0822
8895048.0000         0.0000   9999999.0000        -0.0822
8894926.0000         0.0000   9999999.0000        -0.0822
8895060.0000         0.0000   9999999.0000        -0.0822
8894962.0000         0.0000   9999999.0000        -0.0822
8895060.0000         0.0000   9999999.0000        -0.0822
8894963.0000         0.0000   9999999.0000        -0.0836
8896447.0000         0.0000   9999999.0000        -0.0836
8896413.0000         0.0000   9999999.0000        -0.0836
8896561.0000         0.0000   9999999.0000        -0.0836
8896404.0000         0.0000   9999999.0000        -0.0836
8896554.0000         0.0000   9999999.0000        -0.0836
8896382.0000         0.0000   9999999.0000        -0.0836
8896551.0000         0.0000   9999999.0000        -0.0836
8896380.0000         0.0000   9999999.0000        -0.0836
8896549.0000         0.0000   9999999.0000        -0.0836
8896380.0000         0.0000   9999999.0000        -0.0848
8896698.0000         0.0000   9999999.0000        -0.0848
8896552.0000         0.0000   9999999.0000        -0.0848
8896766.0000         0.0000   9999999.0000        -0.0848
8896617.0000         0.0000   9999999.0000        -0.0848
8896766.0000         0.0000   9999999.0000        -0.0848
8896617.0000         0.0000   9999999.0000        -0.0848
8896766.0000         0.0000   9999999.0000        -0.0848
8896617.0000         0.0000   9999999.0000        -0.0848
8896766.0000         0.0000   9999999.0000        -0.0848
8896617.0000         0.0000   9999999.0000        -0.0859
8895469.0000         0.0000   9999999.0000        -0.0859
8895336.0000         0.0000   9999999.0000        -0.0859
8895617.0000         0.0000   9999999.0000        -0.0859
8895358.0000         0.0000   9999999.0000        -0.0859
8895598.0000         0.0000   9999999.0000        -0.0859
8895358.0000         0.0000   9999999.0000        -0.0859
8895598.0000         0.0000   9999999.0000        -0.0859
8895358.0000         0.0000   9999999.0000        -0.0859
8895598.0000         0.0000   9999999.0000        -0.0859
8895348.0000         0.0000   9999999.0000        -0.0870
8892854.0000         0.0000   9999999.0000        -0.0870
8892521.0000         0.0000   9999999.0000        -0.0870
8892722.0000         0.0000   9999999.0000        -0.0870
8892688.0000         0.0000   9999999.0000        -0.0870
8892720.0000         0.0000   9999999.0000        -0.0870
8892680.0000         0.0000   9999999.0000        -0.0870
8892720.0000         0.0000   9999999.0000        -0.0870
8892688.0000         0.0000   9999999.0000        -0.0870
8892720.0000         0.0000   9999999.0000        -0.0870
8892680.0000         0.0000   9999999.0000        -0.0883
8888539.0000         0.0000   9999999.0000        -0.0883
8888390.0000         0.0000   9999999.0000        -0.0883
8888686.0000         0.0000   9999999.0000        -0.0883
8888555.0000         0.0000   9999999.0000        -0.0883
8888831.0000         0.0000   9999999.0000        -0.0883
8888438.0000         0.0000   9999999.0000        -0.0883
8888839.0000         0.0000   9999999.0000        -0.0883
8888416.0000         0.0000   9999999.0000        -0.0883
8888837.0000         0.0000   9999999.0000        -0.0883
8888416.0000         0.0000   9999999.0000        -0.0898
8883424.0000         0.0000   9999999.0000        -0.0898
8883219.0000         0.0000   9999999.0000        -0.0898
8883161.0000         0.0000   9999999.0000        -0.0898
8882919.0000         0.0000   9999999.0000        -0.0898
8883161.0000         0.0000   9999999.0000        -0.0898
8882920.0000         0.0000   9999999.0000        -0.0898
8883161.0000         0.0000   9999999.0000        -0.0898
8882920.0000         0.0000   9999999.0000        -0.0898
8883161.0000         0.0000   9999999.0000        -0.0898
8882920.0000         0.0000   9999999.0000        -0.0914
8876769.0000         0.0000   9999999.0000        -0.0914
8876441.0000         0.0000   9999999.0000        -0.0914
8876678.0000         0.0000   9999999.0000        -0.0914
8876371.0000         0.0000   9999999.0000        -0.0914
8876455.0000         0.0000   9999999.0000        -0.0914
8876154.0000         0.0000   9999999.0000        -0.0914
8876560.0000         0.0000   9999999.0000        -0.0914
8876256.0000         0.0000   9999999.0000        -0.0914
8876451.0000         0.0000   9999999.0000        -0.0914
8876154.0000         0.0000   9999999.0000        -0.0931
8869826.0000         0.0000   9999999.0000        -0.0931
8869616.0000         0.0000   9999999.0000        -0.0931
8869944.0000         0.0000   9999999.0000        -0.0931
8869696.0000         0.0000   9999999.0000        -0.0931
8869944.0000         0.0000   9999999.0000        -0.0931
8869696.0000         0.0000   9999999.0000        -0.0931
8869944.0000         0.0000   9999999.0000        -0.0931
8869696.0000         0.0000   9999999.0000        -0.0931
8869944.0000         0.0000   9999999.0000        -0.0931
8869696.0000         0.0000   9999999.0000        -0.0946
8863473.0000         0.0000   9999999.0000        -0.0946
8863352.0000         0.0000   9999999.0000        -0.0946
8863489.0000         0.0000   9999999.0000        -0.0946
8863246.0000         0.0000   9999999.0000        -0.0946
8863404.0000         0.0000   9999999.0000        -0.0946
8863177.0000         0.0000   9999999.0000        -0.0946
8863404.0000         0.0000   9999999.0000        -0.0946
8863096.0000         0.0000   9999999.0000        -0.0946
8863113.0000         0.0000   9999999.0000        -0.0946
8862638.0000         0.0000   9999999.0000        -0.0961
8856659.0000         0.0000   9999999.0000        -0.0961
8856258.0000         0.0000   9999999.0000        -0.0961
8856294.0000         0.0000   9999999.0000        -0.0961
8856023.0000         0.0000   9999999.0000        -0.0961
8855888.0000         0.0000   9999999.0000        -0.0961
8855962.0000         0.0000   9999999.0000        -0.0961
8855705.0000         0.0000   9999999.0000        -0.0961
8855711.0000         0.0000   9999999.0000        -0.0961
8855641.0000         0.0000   9999999.0000        -0.0961
8855652.0000         0.0000   9999999.0000        -0.0975
8851443.0000         0.0000   9999999.0000        -0.0975
8851381.0000         0.0000   9999999.0000        -0.0975
8851157.0000         0.0000   9999999.0000        -0.0975
8851149.0000         0.0000   9999999.0000        -0.0975
8851080.0000         0.0000   9999999.0000        -0.0975
8851001.0000         0.0000   9999999.0000        -0.0975
8850833.0000         0.0000   9999999.0000        -0.0975
8850846.0000         0.0000   9999999.0000        -0.0975
8850686.0000         0.0000   9999999.0000        -0.0975
8850774.0000         0.0000   9999999.0000        -0.0989
8848734.0000         0.0000   9999999.0000        -0.0989
8849137.0000         0.0000   9999999.0000        -0.0989
8848785.0000         0.0000   9999999.0000        -0.0989
8849143.0000         0.0000   9999999.0000        -0.0989
8848686.0000         0.0000   9999999.0000        -0.0989
8849114.0000         0.0000   9999999.0000        -0.0989
8848691.0000         0.0000   9999999.0000        -0.0989
8849053.0000         0.0000   9999999.0000        -0.0989
8848611.0000         0.0000   9999999.0000        -0.0989
8848978.0000         0.0000   9999999.0000        -0.1002
8848493.0000         0.0000   9999999.0000        -0.1002
8848851.0000         0.0000   9999999.0000        -0.1002
8848352.0000         0.0000   9999999.0000        -0.1002
8848611.0000         0.0000   9999999.0000        -0.1002
8848256.0000         0.0000   9999999.0000        -0.1002
8848565.0000         0.0000   9999999.0000        -0.1002
8848203.0000         0.0000   9999999.0000        -0.1002
8848551.0000         0.0000   9999999.0000        -0.1002
8848203.0000         0.0000   9999999.0000        -0.1002
8848551.0000         0.0000   9999999.0000        -0.1018
8849817.0000         0.0000   9999999.0000        -0.1018
8850308.0000         0.0000   9999999.0000        -0.1018
8849993.0000         0.0000   9999999.0000        -0.1018
8850279.0000         0.0000   9999999.0000        -0.1018
8849912.0000         0.0000   9999999.0000        -0.1018
8850091.0000         0.0000   9999999.0000        -0.1018
8849726.0000         0.0000   9999999.0000        -0.1018
8850025.0000         0.0000   9999999.0000        -0.1018
8849726.0000         0.0000   9999999.0000        -0.1018
8850025.0000         0.0000   9999999.0000        -0.1034
8852505.0000         0.0000   9999999.0000        -0.1034
8852465.0000         0.0000   9999999.0000        -0.1034
8852219.0000         0.0000   9999999.0000        -0.1034
8851867.0000         0.0000   9999999.0000        -0.1034
8851351.0000         0.0000   9999999.0000        -0.1034
8851414.0000         0.0000   9999999.0000        -0.1034
8851228.0000         0.0000   9999999.0000        -0.1034
8851539.0000         0.0000   9999999.0000        -0.1034
8851227.0000         0.0000   9999999.0000        -0.1034
8851538.0000         0.0000   9999999.0000        -0.1056
8854368.0000         0.0000   9999999.0000        -0.1056
8854756.0000         0.0000   9999999.0000        -0.1056
8854318.0000         0.0000   9999999.0000        -0.1056
8854748.0000         0.0000   9999999.0000        -0.1056
8854325.0000         0.0000   9999999.0000        -0.1056
8854692.0000         0.0000   9999999.0000        -0.1056
8854298.0000         0.0000   9999999.0000        -0.1056
8854685.0000         0.0000   9999999.0000        -0.1056
8854298.0000         0.0000   9999999.0000        -0.1056
8854684.0000         0.0000   9999999.0000        -0.1074
8856939.0000         0.0000   9999999.0000        -0.1074
8857459.0000         0.0000   9999999.0000        -0.1074
8857280.0000         0.0000   9999999.0000        -0.1074
8857413.0000         0.0000   9999999.0000        -0.1074
8857192.0000         0.0000   9999999.0000        -0.1074
8857190.0000         0.0000   9999999.0000        -0.1074
8857165.0000         0.0000   9999999.0000        -0.1074
8857190.0000         0.0000   9999999.0000        -0.1074
8857165.0000         0.0000   9999999.0000        -0.1074
8857190.0000         0.0000   9999999.0000        -0.1090
8858401.0000         0.0000   9999999.0000        -0.1090
8858088.0000         0.0000   9999999.0000        -0.1090
8858481.0000         0.0000   9999999.0000        -0.1090
8858449.0000         0.0000   9999999.0000        -0.1090
8858553.0000         0.0000   9999999.0000        -0.1090
8858462.0000         0.0000   9999999.0000        -0.1090
8858653.0000         0.0000   9999999.0000        -0.1090
8858462.0000         0.0000   9999999.0000        -0.1090
8858681.0000         0.0000   9999999.0000        -0.1090
8858480.0000         0.0000   9999999.0000        -0.1101
8858007.0000         0.0000   9999999.0000        -0.1101
8857847.0000         0.0000   9999999.0000        -0.1101
8858014.0000         0.0000   9999999.0000        -0.1101
8857847.0000         0.0000   9999999.0000        -0.1101
8858014.0000         0.0000   9999999.0000        -0.1101
8857847.0000         0.0000   9999999.0000        -0.1101
8858013.0000         0.0000   9999999.0000        -0.1101
8857846.0000         0.0000   9999999.0000        -0.1101
8858014.0000         0.0000   9999999.0000        -0.1101
8857847.0000         0.0000   9999999.0000        -0.1120
8855499.0000         0.0000   9999999.0000        -0.1120
8855387.0000         0.0000   9999999.0000        -0.1120
8855665.0000         0.0000   9999999.0000        -0.1120
8855712.0000         0.0000   9999999.0000        -0.1120
8855743.0000         0.0000   9999999.0000        -0.1120
8855710.0000         0.0000   9999999.0000        -0.1120
8855747.0000         0.0000   9999999.0000        -0.1120
