     velsurf   thk_positive       thk_regu           glen
8855710.0000         0.0000   9999999.0000        -0.1120
8855747.0000         0.0000   9999999.0000        -0.1120
8855710.0000         0.0000   9999999.0000        -0.1134
8851756.0000         0.0000   9999999.0000        -0.1134
8851616.0000         0.0000   9999999.0000        -0.1134
8851493.0000         0.0000   9999999.0000        -0.1134
8851093.0000         0.0000   9999999.0000        -0.1134
8851266.0000         0.0000   9999999.0000        -0.1134
8851096.0000         0.0000   9999999.0000        -0.1134
8851185.0000         0.0000   9999999.0000        -0.1134
8851061.0000         0.0000   9999999.0000        -0.1134
8851171.0000         0.0000   9999999.0000        -0.1134
8851034.0000         0.0000   9999999.0000        -0.1155
8846109.0000         0.0000   9999999.0000        -0.1155
8846101.0000         0.0000   9999999.0000        -0.1155
8846420.0000         0.0000   9999999.0000        -0.1155
8846716.0000         0.0000   9999999.0000        -0.1155
8847316.0000         0.0000   9999999.0000        -0.1155
8847186.0000         0.0000   9999999.0000        -0.1155
8847363.0000         0.0000   9999999.0000        -0.1155
8847070.0000         0.0000   9999999.0000        -0.1155
8847307.0000         0.0000   9999999.0000        -0.1155
8847058.0000         0.0000   9999999.0000        -0.1157
8841671.0000         0.0000   9999999.0000        -0.1157
8841349.0000         0.0000   9999999.0000        -0.1157
8841552.0000         0.0000   9999999.0000        -0.1157
8841337.0000         0.0000   9999999.0000        -0.1157
8841553.0000         0.0000   9999999.0000        -0.1157
8841469.0000         0.0000   9999999.0000        -0.1157
8841612.0000         0.0000   9999999.0000        -0.1157
8841313.0000         0.0000   9999999.0000        -0.1157
8841594.0000         0.0000   9999999.0000        -0.1157
8841187.0000         0.0000   9999999.0000        -0.1165
8836041.0000         0.0000   9999999.0000        -0.1165
8835671.0000         0.0000   9999999.0000        -0.1165
8835749.0000         0.0000   9999999.0000        -0.1165
8835409.0000         0.0000   9999999.0000        -0.1165
8835554.0000         0.0000   9999999.0000        -0.1165
8835305.0000         0.0000   9999999.0000        -0.1165
8835603.0000         0.0000   9999999.0000        -0.1165
8835329.0000         0.0000   9999999.0000        -0.1165
8835598.0000         0.0000   9999999.0000        -0.1165
8835387.0000         0.0000   9999999.0000        -0.1181
8830964.0000         0.0000   9999999.0000        -0.1181
8830708.0000         0.0000   9999999.0000        -0.1181
8831222.0000         0.0000   9999999.0000        -0.1181
8831319.0000         0.0000   9999999.0000        -0.1181
8831654.0000         0.0000   9999999.0000        -0.1181
8831656.0000         0.0000   9999999.0000        -0.1181
8831951.0000         0.0000   9999999.0000        -0.1181
8831706.0000         0.0000   9999999.0000        -0.1181
8831983.0000         0.0000   9999999.0000        -0.1181
8831733.0000         0.0000   9999999.0000        -0.1183
8828122.0000         0.0000   9999999.0000        -0.1183
8827923.0000         0.0000   9999999.0000        -0.1183
8828075.0000         0.0000   9999999.0000        -0.1183
8827759.0000         0.0000   9999999.0000        -0.1183
8827943.0000         0.0000   9999999.0000        -0.1183
8827755.0000         0.0000   9999999.0000        -0.1183
8827832.0000         0.0000   9999999.0000        -0.1183
8827607.0000         0.0000   9999999.0000        -0.1183
8827744.0000         0.0000   9999999.0000        -0.1183
8827513.0000         0.0000   9999999.0000        -0.1186
8824636.0000         0.0000   9999999.0000        -0.1186
8824302.0000         0.0000   9999999.0000        -0.1186
8824377.0000         0.0000   9999999.0000        -0.1186
8824269.0000         0.0000   9999999.0000        -0.1186
8824359.0000         0.0000   9999999.0000        -0.1186
8824079.0000         0.0000   9999999.0000        -0.1186
8824285.0000         0.0000   9999999.0000        -0.1186
8824000.0000         0.0000   9999999.0000        -0.1186
8824146.0000         0.0000   9999999.0000        -0.1186
8823924.0000         0.0000   9999999.0000        -0.1203
8822494.0000         0.0000   9999999.0000        -0.1203
8822165.0000         0.0000   9999999.0000        -0.1203
8822326.0000         0.0000   9999999.0000        -0.1203
8822018.0000         0.0000   9999999.0000        -0.1203
8822150.0000         0.0000   9999999.0000        -0.1203
8821903.0000         0.0000   9999999.0000        -0.1203
8822045.0000         0.0000   9999999.0000        -0.1203
8821773.0000         0.0000   9999999.0000        -0.1203
8822000.0000         0.0000   9999999.0000        -0.1203
8821658.0000         0.0000   9999999.0000        -0.1222
8821469.0000         0.0000   9999999.0000        -0.1222
8821183.0000         0.0000   9999999.0000        -0.1222
8821439.0000         0.0000   9999999.0000        -0.1222
8821270.0000         0.0000   9999999.0000        -0.1222
8821616.0000         0.0000   9999999.0000        -0.1222
8821609.0000         0.0000   9999999.0000        -0.1222
8821705.0000         0.0000   9999999.0000        -0.1222
8821488.0000         0.0000   9999999.0000        -0.1222
8821655.0000         0.0000   9999999.0000        -0.1222
8821515.0000         0.0000   9999999.0000        -0.1235
8822350.0000         0.0000   9999999.0000        -0.1235
8822126.0000         0.0000   9999999.0000        -0.1235
8822141.0000         0.0000   9999999.0000        -0.1235
8822017.0000         0.0000   9999999.0000        -0.1235
8822102.0000         0.0000   9999999.0000        -0.1235
8821945.0000         0.0000   9999999.0000        -0.1235
8822083.0000         0.0000   9999999.0000        -0.1235
8821843.0000         0.0000   9999999.0000        -0.1235
8821974.0000         0.0000   9999999.0000        -0.1235
8821708.0000         0.0000   9999999.0000        -0.1258
8823613.0000         0.0000   9999999.0000        -0.1258
8823164.0000         0.0000   9999999.0000        -0.1258
8823088.0000         0.0000   9999999.0000        -0.1258
8822478.0000         0.0000   9999999.0000        -0.1258
8822691.0000         0.0000   9999999.0000        -0.1258
8822269.0000         0.0000   9999999.0000        -0.1258
8822479.0000         0.0000   9999999.0000        -0.1258
8822037.0000         0.0000   9999999.0000        -0.1258
8822344.0000         0.0000   9999999.0000        -0.1258
8821924.0000         0.0000   9999999.0000        -0.1281
8824737.0000         0.0000   9999999.0000        -0.1281
8824157.0000         0.0000   9999999.0000        -0.1281
8824546.0000         0.0000   9999999.0000        -0.1281
8823727.0000         0.0000   9999999.0000        -0.1281
8823937.0000         0.0000   9999999.0000        -0.1281
8823218.0000         0.0000   9999999.0000        -0.1281
8823569.0000         0.0000   9999999.0000        -0.1281
8822975.0000         0.0000   9999999.0000        -0.1281
8823543.0000         0.0000   9999999.0000        -0.1281
8822891.0000         0.0000   9999999.0000        -0.1302
8826663.0000         0.0000   9999999.0000        -0.1302
8825872.0000         0.0000   9999999.0000        -0.1302
8826311.0000         0.0000   9999999.0000        -0.1302
8825718.0000         0.0000   9999999.0000        -0.1302
8826330.0000         0.0000   9999999.0000        -0.1302
8825923.0000         0.0000   9999999.0000        -0.1302
8826583.0000         0.0000   9999999.0000        -0.1302
8826272.0000         0.0000   9999999.0000        -0.1302
8827133.0000         0.0000   9999999.0000        -0.1302
8826616.0000         0.0000   9999999.0000        -0.1298
8831296.0000         0.0000   9999999.0000        -0.1298
8830906.0000         0.0000   9999999.0000        -0.1298
8831034.0000         0.0000   9999999.0000        -0.1298
8830558.0000         0.0000   9999999.0000        -0.1298
8830782.0000         0.0000   9999999.0000        -0.1298
8830406.0000         0.0000   9999999.0000        -0.1298
8830901.0000         0.0000   9999999.0000        -0.1298
8830239.0000         0.0000   9999999.0000        -0.1298
8830789.0000         0.0000   9999999.0000        -0.1298
8830183.0000         0.0000   9999999.0000        -0.1295
8835093.0000         0.0000   9999999.0000        -0.1295
8834215.0000         0.0000   9999999.0000        -0.1295
8833980.0000         0.0000   9999999.0000        -0.1295
8833616.0000         0.0000   9999999.0000        -0.1295
8833955.0000         0.0000   9999999.0000        -0.1295
8833509.0000         0.0000   9999999.0000        -0.1295
8833627.0000         0.0000   9999999.0000        -0.1295
8833885.0000         0.0000   9999999.0000        -0.1295
8833848.0000         0.0000   9999999.0000        -0.1295
8833890.0000         0.0000   9999999.0000        -0.1297
8838246.0000         0.0000   9999999.0000        -0.1297
8838034.0000         0.0000   9999999.0000        -0.1297
8837499.0000         0.0000   9999999.0000        -0.1297
8837896.0000         0.0000   9999999.0000        -0.1297
8837543.0000         0.0000   9999999.0000        -0.1297
8838196.0000         0.0000   9999999.0000        -0.1297
8837753.0000         0.0000   9999999.0000        -0.1297
8838235.0000         0.0000   9999999.0000        -0.1297
8837579.0000         0.0000   9999999.0000        -0.1297
8837929.0000         0.0000   9999999.0000        -0.1293
8841919.0000         0.0000   9999999.0000        -0.1293
8841654.0000         0.0000   9999999.0000        -0.1293
8841455.0000         0.0000   9999999.0000        -0.1293
8841317.0000         0.0000   9999999.0000        -0.1293
8841122.0000         0.0000   9999999.0000        -0.1293
8840723.0000         0.0000   9999999.0000        -0.1293
8840580.0000         0.0000   9999999.0000        -0.1293
8840385.0000         0.0000   9999999.0000        -0.1293
8840404.0000         0.0000   9999999.0000        -0.1293
8840279.0000         0.0000   9999999.0000        -0.1315
8844746.0000         0.0000   9999999.0000        -0.1315
8844272.0000         0.0000   9999999.0000        -0.1315
8844569.0000         0.0000   9999999.0000        -0.1315
8843908.0000         0.0000   9999999.0000        -0.1315
8843907.0000         0.0000   9999999.0000        -0.1315
8843610.0000         0.0000   9999999.0000        -0.1315
8843682.0000         0.0000   9999999.0000        -0.1315
8843286.0000         0.0000   9999999.0000        -0.1315
8843390.0000         0.0000   9999999.0000        -0.1315
8843135.0000         0.0000   9999999.0000        -0.1304
8847674.0000         0.0000   9999999.0000        -0.1304
8846966.0000         0.0000   9999999.0000        -0.1304
8846716.0000         0.0000   9999999.0000        -0.1304
8845979.0000         0.0000   9999999.0000        -0.1304
8845858.0000         0.0000   9999999.0000        -0.1304
8845494.0000         0.0000   9999999.0000        -0.1304
8845414.0000         0.0000   9999999.0000        -0.1304
8845196.0000         0.0000   9999999.0000        -0.1304
8845127.0000         0.0000   9999999.0000        -0.1304
8845334.0000         0.0000   9999999.0000        -0.1258
8848629.0000         0.0000   9999999.0000        -0.1258
8848631.0000         0.0000   9999999.0000        -0.1258
8848102.0000         0.0000   9999999.0000        -0.1258
8847959.0000         0.0000   9999999.0000        -0.1258
8847752.0000         0.0000   9999999.0000        -0.1258
8847190.0000         0.0000   9999999.0000        -0.1258
8847145.0000         0.0000   9999999.0000        -0.1258
8846862.0000         0.0000   9999999.0000        -0.1258
8846672.0000         0.0000   9999999.0000        -0.1258
8846642.0000         0.0000   9999999.0000        -0.1251
8848755.0000         0.0000   9999999.0000        -0.1251
8848633.0000         0.0000   9999999.0000        -0.1251
8848347.0000         0.0000   9999999.0000        -0.1251
8848320.0000         0.0000   9999999.0000        -0.1251
8848336.0000         0.0000   9999999.0000        -0.1251
8848457.0000         0.0000   9999999.0000        -0.1251
8848261.0000         0.0000   9999999.0000        -0.1251
8848227.0000         0.0000   9999999.0000        -0.1251
8848034.0000         0.0000   9999999.0000        -0.1251
8848017.0000         0.0000   9999999.0000        -0.1256
8849186.0000         0.0000   9999999.0000        -0.1256
8849142.0000         0.0000   9999999.0000        -0.1256
8848833.0000         0.0000   9999999.0000        -0.1256
8848935.0000         0.0000   9999999.0000        -0.1256
8848883.0000         0.0000   9999999.0000        -0.1256
8849076.0000         0.0000   9999999.0000        -0.1256
8848837.0000         0.0000   9999999.0000        -0.1256
8849062.0000         0.0000   9999999.0000        -0.1256
8848816.0000         0.0000   9999999.0000        -0.1256
8848932.0000         0.0000   9999999.0000        -0.1272
8849398.0000         0.0000   9999999.0000        -0.1272
8849552.0000         0.0000   9999999.0000        -0.1272
8849474.0000         0.0000   9999999.0000        -0.1272
8849621.0000         0.0000   9999999.0000        -0.1272
8849417.0000         0.0000   9999999.0000        -0.1272
8849601.0000         0.0000   9999999.0000        -0.1272
8849228.0000         0.0000   9999999.0000        -0.1272
8849225.0000         0.0000   9999999.0000        -0.1272
8849218.0000         0.0000   9999999.0000        -0.1272
8849462.0000         0.0000   9999999.0000        -0.1267
8849340.0000         0.0000   9999999.0000        -0.1267
8849495.0000         0.0000   9999999.0000        -0.1267
8849550.0000         0.0000   9999999.0000        -0.1267
8849622.0000         0.0000   9999999.0000        -0.1267
8849520.0000         0.0000   9999999.0000        -0.1267
8849463.0000         0.0000   9999999.0000        -0.1267
8849294.0000         0.0000   9999999.0000        -0.1267
8849285.0000         0.0000   9999999.0000        -0.1267
8849192.0000         0.0000   9999999.0000        -0.1267
8849334.0000         0.0000   9999999.0000        -0.1275
8848638.0000         0.0000   9999999.0000        -0.1275
8848674.0000         0.0000   9999999.0000        -0.1275
8848759.0000         0.0000   9999999.0000        -0.1275
8848691.0000         0.0000   9999999.0000        -0.1275
8848644.0000         0.0000   9999999.0000        -0.1275
8848549.0000         0.0000   9999999.0000        -0.1275
8848412.0000         0.0000   9999999.0000        -0.1275
8848170.0000         0.0000   9999999.0000        -0.1275
8848007.0000         0.0000   9999999.0000        -0.1275
8847882.0000         0.0000   9999999.0000        -0.1258
8846730.0000         0.0000   9999999.0000        -0.1258
8846451.0000         0.0000   9999999.0000        -0.1258
8846186.0000         0.0000   9999999.0000        -0.1258
8845906.0000         0.0000   9999999.0000        -0.1258
8845364.0000         0.0000   9999999.0000        -0.1258
8845033.0000         0.0000   9999999.0000        -0.1258
8844607.0000         0.0000   9999999.0000        -0.1258
8844558.0000         0.0000   9999999.0000        -0.1258
8844303.0000         0.0000   9999999.0000        -0.1258
8844374.0000         0.0000   9999999.0000        -0.1239
8842293.0000         0.0000   9999999.0000        -0.1239
8842473.0000         0.0000   9999999.0000        -0.1239
8842282.0000         0.0000   9999999.0000        -0.1239
8842378.0000         0.0000   9999999.0000        -0.1239
8842296.0000         0.0000   9999999.0000        -0.1239
8842417.0000         0.0000   9999999.0000        -0.1239
8842183.0000         0.0000   9999999.0000        -0.1239
8842237.0000         0.0000   9999999.0000        -0.1239
8842020.0000         0.0000   9999999.0000        -0.1239
8842118.0000         0.0000   9999999.0000        -0.1236
8839706.0000         0.0000   9999999.0000        -0.1236
8839555.0000         0.0000   9999999.0000        -0.1236
8838971.0000         0.0000   9999999.0000        -0.1236
8838679.0000         0.0000   9999999.0000        -0.1236
8838067.0000         0.0000   9999999.0000        -0.1236
8838183.0000         0.0000   9999999.0000        -0.1236
8837593.0000         0.0000   9999999.0000        -0.1236
8837802.0000         0.0000   9999999.0000        -0.1236
8837256.0000         0.0000   9999999.0000        -0.1236
8837484.0000         0.0000   9999999.0000        -0.1226
8834365.0000         0.0000   9999999.0000        -0.1226
8834540.0000         0.0000   9999999.0000        -0.1226
8833773.0000         0.0000   9999999.0000        -0.1226
8833748.0000         0.0000   9999999.0000        -0.1226
8833047.0000         0.0000   9999999.0000        -0.1226
8833310.0000         0.0000   9999999.0000        -0.1226
8832543.0000         0.0000   9999999.0000        -0.1226
8832898.0000         0.0000   9999999.0000        -0.1226
8832136.0000         0.0000   9999999.0000        -0.1226
8832452.0000         0.0000   9999999.0000        -0.1219
8829196.0000         0.0000   9999999.0000        -0.1219
8829238.0000         0.0000   9999999.0000        -0.1219
8828757.0000         0.0000   9999999.0000        -0.1219
8828753.0000         0.0000   9999999.0000        -0.1219
8828280.0000         0.0000   9999999.0000        -0.1219
8828447.0000         0.0000   9999999.0000        -0.1219
8828036.0000         0.0000   9999999.0000        -0.1219
8828447.0000         0.0000   9999999.0000        -0.1219
8828094.0000         0.0000   9999999.0000        -0.1219
8828234.0000         0.0000   9999999.0000        -0.1198
8825530.0000         0.0000   9999999.0000        -0.1198
8825669.0000         0.0000   9999999.0000        -0.1198
8825712.0000         0.0000   9999999.0000        -0.1198
8825789.0000         0.0000   9999999.0000        -0.1198
8825766.0000         0.0000   9999999.0000        -0.1198
8826044.0000         0.0000   9999999.0000        -0.1198
8826003.0000         0.0000   9999999.0000        -0.1198
8826001.0000         0.0000   9999999.0000        -0.1198
8826004.0000         0.0000   9999999.0000        -0.1198
8826107.0000         0.0000   9999999.0000        -0.1186
8823557.0000         0.0000   9999999.0000        -0.1186
8823613.0000         0.0000   9999999.0000        -0.1186
8823317.0000         0.0000   9999999.0000        -0.1186
8823695.0000         0.0000   9999999.0000        -0.1186
8823445.0000         0.0000   9999999.0000        -0.1186
8823635.0000         0.0000   9999999.0000        -0.1186
8823385.0000         0.0000   9999999.0000        -0.1186
8823531.0000         0.0000   9999999.0000        -0.1186
8823250.0000         0.0000   9999999.0000        -0.1186
8823325.0000         0.0000   9999999.0000        -0.1182
8820682.0000         0.0000   9999999.0000        -0.1182
8820859.0000         0.0000   9999999.0000        -0.1182
8820511.0000         0.0000   9999999.0000        -0.1182
8820701.0000         0.0000   9999999.0000        -0.1182
8820388.0000         0.0000   9999999.0000        -0.1182
8820641.0000         0.0000   9999999.0000        -0.1182
8820388.0000         0.0000   9999999.0000        -0.1182
8820599.0000         0.0000   9999999.0000        -0.1182
8820296.0000         0.0000   9999999.0000        -0.1182
8820485.0000         0.0000   9999999.0000        -0.1184
8818105.0000         0.0000   9999999.0000        -0.1184
8818143.0000         0.0000   9999999.0000        -0.1184
8817994.0000         0.0000   9999999.0000        -0.1184
8818073.0000         0.0000   9999999.0000        -0.1184
8818061.0000         0.0000   9999999.0000        -0.1184
8818056.0000         0.0000   9999999.0000        -0.1184
8817748.0000         0.0000   9999999.0000        -0.1184
8817690.0000         0.0000   9999999.0000        -0.1184
8817457.0000         0.0000   9999999.0000        -0.1184
8817361.0000         0.0000   9999999.0000        -0.1185
8815582.0000         0.0000   9999999.0000        -0.1185
8815689.0000         0.0000   9999999.0000        -0.1185
8815741.0000         0.0000   9999999.0000        -0.1185
8815863.0000         0.0000   9999999.0000        -0.1185
8815767.0000         0.0000   9999999.0000        -0.1185
8815734.0000         0.0000   9999999.0000        -0.1185
8815736.0000         0.0000   9999999.0000        -0.1185
8815639.0000         0.0000   9999999.0000        -0.1185
8815520.0000         0.0000   9999999.0000        -0.1185
8815444.0000         0.0000   9999999.0000        -0.1183
8814023.0000         0.0000   9999999.0000        -0.1183
8814077.0000         0.0000   9999999.0000        -0.1183
8813797.0000         0.0000   9999999.0000        -0.1183
8813833.0000         0.0000   9999999.0000        -0.1183
8813677.0000         0.0000   9999999.0000        -0.1183
8813739.0000         0.0000   9999999.0000        -0.1183
8813631.0000         0.0000   9999999.0000        -0.1183
8813682.0000         0.0000   9999999.0000        -0.1183
8813600.0000         0.0000   9999999.0000        -0.1183
8813680.0000         0.0000   9999999.0000        -0.1193
8812793.0000         0.0000   9999999.0000        -0.1193
8812951.0000         0.0000   9999999.0000        -0.1193
8812746.0000         0.0000   9999999.0000        -0.1193
8812590.0000         0.0000   9999999.0000        -0.1193
8812246.0000         0.0000   9999999.0000        -0.1193
8812142.0000         0.0000   9999999.0000        -0.1193
8812063.0000         0.0000   9999999.0000        -0.1193
8811995.0000         0.0000   9999999.0000        -0.1193
8811978.0000         0.0000   9999999.0000        -0.1193
8811761.0000         0.0000   9999999.0000        -0.1196
8811472.0000         0.0000   9999999.0000        -0.1196
8811285.0000         0.0000   9999999.0000        -0.1196
8811251.0000         0.0000   9999999.0000        -0.1196
8811017.0000         0.0000   9999999.0000        -0.1196
8811163.0000         0.0000   9999999.0000        -0.1196
8810938.0000         0.0000   9999999.0000        -0.1196
8811060.0000         0.0000   9999999.0000        -0.1196
8810886.0000         0.0000   9999999.0000        -0.1196
8811048.0000         0.0000   9999999.0000        -0.1196
8810871.0000         0.0000   9999999.0000        -0.1199
8811300.0000         0.0000   9999999.0000        -0.1199
8811157.0000         0.0000   9999999.0000        -0.1199
8811328.0000         0.0000   9999999.0000        -0.1199
8811113.0000         0.0000   9999999.0000        -0.1199
8811281.0000         0.0000   9999999.0000        -0.1199
8811104.0000         0.0000   9999999.0000        -0.1199
8811179.0000         0.0000   9999999.0000        -0.1199
8811124.0000         0.0000   9999999.0000        -0.1199
8811222.0000         0.0000   9999999.0000        -0.1199
8811174.0000         0.0000   9999999.0000        -0.1197
8812020.0000         0.0000   9999999.0000        -0.1197
8812030.0000         0.0000   9999999.0000        -0.1197
8811971.0000         0.0000   9999999.0000        -0.1197
8811999.0000         0.0000   9999999.0000        -0.1197
8812131.0000         0.0000   9999999.0000        -0.1197
8812185.0000         0.0000   9999999.0000        -0.1197
8812173.0000         0.0000   9999999.0000        -0.1197
8812111.0000         0.0000   9999999.0000        -0.1197
8812080.0000         0.0000   9999999.0000        -0.1197
8811853.0000         0.0000   9999999.0000        -0.1189
8813320.0000         0.0000   9999999.0000        -0.1189
8813001.0000         0.0000   9999999.0000        -0.1189
8813226.0000         0.0000   9999999.0000        -0.1189
8812948.0000         0.0000   9999999.0000        -0.1189
8813145.0000         0.0000   9999999.0000        -0.1189
8812885.0000         0.0000   9999999.0000        -0.1189
8812825.0000         0.0000   9999999.0000        -0.1189
8812416.0000         0.0000   9999999.0000        -0.1189
8812461.0000         0.0000   9999999.0000        -0.1189
8812092.0000         0.0000   9999999.0000        -0.1184
8813949.0000         0.0000   9999999.0000        -0.1184
8813573.0000         0.0000   9999999.0000        -0.1184
8813736.0000         0.0000   9999999.0000        -0.1184
8813730.0000         0.0000   9999999.0000        -0.1184
8813864.0000         0.0000   9999999.0000        -0.1184
8813887.0000         0.0000   9999999.0000        -0.1184
8813841.0000         0.0000   9999999.0000        -0.1184
8813831.0000         0.0000   9999999.0000        -0.1184
8813881.0000         0.0000   9999999.0000        -0.1184
8813748.0000         0.0000   9999999.0000        -0.1167
8815648.0000         0.0000   9999999.0000        -0.1167
8815412.0000         0.0000   9999999.0000        -0.1167
8815533.0000         0.0000   9999999.0000        -0.1167
8815414.0000         0.0000   9999999.0000        -0.1167
8815552.0000         0.0000   9999999.0000        -0.1167
8815429.0000         0.0000   9999999.0000        -0.1167
8815482.0000         0.0000   9999999.0000        -0.1167
8815481.0000         0.0000   9999999.0000        -0.1167
8815355.0000         0.0000   9999999.0000        -0.1167
8815398.0000         0.0000   9999999.0000        -0.1170
8817438.0000         0.0000   9999999.0000        -0.1170
8817436.0000         0.0000   9999999.0000        -0.1170
8817478.0000         0.0000   9999999.0000        -0.1170
8817341.0000         0.0000   9999999.0000        -0.1170
8817496.0000         0.0000   9999999.0000        -0.1170
8817204.0000         0.0000   9999999.0000        -0.1170
8817322.0000         0.0000   9999999.0000        -0.1170
8817172.0000         0.0000   9999999.0000        -0.1170
8817040.0000         0.0000   9999999.0000        -0.1170
8817083.0000         0.0000   9999999.0000        -0.1162
8819321.0000         0.0000   9999999.0000        -0.1162
8819404.0000         0.0000   9999999.0000        -0.1162
8819602.0000         0.0000   9999999.0000        -0.1162
8819794.0000         0.0000   9999999.0000        -0.1162
8819730.0000         0.0000   9999999.0000        -0.1162
8819849.0000         0.0000   9999999.0000        -0.1162
8819740.0000         0.0000   9999999.0000        -0.1162
8819953.0000         0.0000   9999999.0000        -0.1162
8819796.0000         0.0000   9999999.0000        -0.1162
8819986.0000         0.0000   9999999.0000        -0.1166
8821910.0000         0.0000   9999999.0000        -0.1166
8821938.0000         0.0000   9999999.0000        -0.1166
8821993.0000         0.0000   9999999.0000        -0.1166
8821962.0000         0.0000   9999999.0000        -0.1166
8821998.0000         0.0000   9999999.0000        -0.1166
8821896.0000         0.0000   9999999.0000        -0.1166
8821929.0000         0.0000   9999999.0000        -0.1166
8821940.0000         0.0000   9999999.0000        -0.1166
8821900.0000         0.0000   9999999.0000        -0.1166
8821915.0000         0.0000   9999999.0000        -0.1169
8823866.0000         0.0000   9999999.0000        -0.1169
8823850.0000         0.0000   9999999.0000        -0.1169
8823796.0000         0.0000   9999999.0000        -0.1169
8823765.0000         0.0000   9999999.0000        -0.1169
8823817.0000         0.0000   9999999.0000        -0.1169
8823722.0000         0.0000   9999999.0000        -0.1169
8823508.0000         0.0000   9999999.0000        -0.1169
8823364.0000         0.0000   9999999.0000        -0.1169
8823053.0000         0.0000   9999999.0000        -0.1169
8822915.0000         0.0000   9999999.0000        -0.1165
8824731.0000         0.0000   9999999.0000        -0.1165
8824620.0000         0.0000   9999999.0000        -0.1165
8824721.0000         0.0000   9999999.0000        -0.1165
8824700.0000         0.0000   9999999.0000        -0.1165
8824663.0000         0.0000   9999999.0000        -0.1165
8824389.0000         0.0000   9999999.0000        -0.1165
8824522.0000         0.0000   9999999.0000        -0.1165
8824700.0000         0.0000   9999999.0000        -0.1165
8824697.0000         0.0000   9999999.0000        -0.1165
8824707.0000         0.0000   9999999.0000        -0.1156
8826242.0000         0.0000   9999999.0000        -0.1156
8826205.0000         0.0000   9999999.0000        -0.1156
8826171.0000         0.0000   9999999.0000        -0.1156
8826207.0000         0.0000   9999999.0000        -0.1156
8826115.0000         0.0000   9999999.0000        -0.1156
8826143.0000         0.0000   9999999.0000        -0.1156
8826206.0000         0.0000   9999999.0000        -0.1156
8826125.0000         0.0000   9999999.0000        -0.1156
8826112.0000         0.0000   9999999.0000        -0.1156
8826164.0000         0.0000   9999999.0000        -0.1153
8827600.0000         0.0000   9999999.0000        -0.1153
8827611.0000         0.0000   9999999.0000        -0.1153
8827390.0000         0.0000   9999999.0000        -0.1153
8827407.0000         0.0000   9999999.0000        -0.1153
8827179.0000         0.0000   9999999.0000        -0.1153
8827042.0000         0.0000   9999999.0000        -0.1153
8826748.0000         0.0000   9999999.0000        -0.1153
8826789.0000         0.0000   9999999.0000        -0.1153
8826507.0000         0.0000   9999999.0000        -0.1153
8826399.0000         0.0000   9999999.0000        -0.1152
8827404.0000         0.0000   9999999.0000        -0.1152
8827419.0000         0.0000   9999999.0000        -0.1152
8827312.0000         0.0000   9999999.0000        -0.1152
8827326.0000         0.0000   9999999.0000        -0.1152
8827311.0000         0.0000   9999999.0000        -0.1152
8827298.0000         0.0000   9999999.0000        -0.1152
8827343.0000         0.0000   9999999.0000        -0.1152
8827092.0000         0.0000   9999999.0000        -0.1152
8827260.0000         0.0000   9999999.0000        -0.1152
8826857.0000         0.0000   9999999.0000        -0.1138
8827943.0000         0.0000   9999999.0000        -0.1138
8827636.0000         0.0000   9999999.0000        -0.1138
8827572.0000         0.0000   9999999.0000        -0.1138
8827487.0000         0.0000   9999999.0000        -0.1138
8827459.0000         0.0000   9999999.0000        -0.1138
8827324.0000         0.0000   9999999.0000        -0.1138
8827281.0000         0.0000   9999999.0000        -0.1138
8827035.0000         0.0000   9999999.0000        -0.1138
8827048.0000         0.0000   9999999.0000        -0.1138
8826901.0000         0.0000   9999999.0000        -0.1138
8827555.0000         0.0000   9999999.0000        -0.1138
8827396.0000         0.0000   9999999.0000        -0.1138
8827439.0000         0.0000   9999999.0000        -0.1138
8827248.0000         0.0000   9999999.0000        -0.1138
8827124.0000         0.0000   9999999.0000        -0.1138
8826966.0000         0.0000   9999999.0000        -0.1138
8827078.0000         0.0000   9999999.0000        -0.1138
8826816.0000         0.0000   9999999.0000        -0.1138
8826922.0000         0.0000   9999999.0000        -0.1138
8826685.0000         0.0000   9999999.0000        -0.1131
8827256.0000         0.0000   9999999.0000        -0.1131
8827023.0000         0.0000   9999999.0000        -0.1131
8827338.0000         0.0000   9999999.0000        -0.1131
8827004.0000         0.0000   9999999.0000        -0.1131
8827410.0000         0.0000   9999999.0000        -0.1131
8827023.0000         0.0000   9999999.0000        -0.1131
8827272.0000         0.0000   9999999.0000        -0.1131
8826955.0000         0.0000   9999999.0000        -0.1131
8827222.0000         0.0000   9999999.0000        -0.1131
8826819.0000         0.0000   9999999.0000        -0.1120
8827153.0000         0.0000   9999999.0000        -0.1120
8826889.0000         0.0000   9999999.0000        -0.1120
8827132.0000         0.0000   9999999.0000        -0.1120
8826839.0000         0.0000   9999999.0000        -0.1120
8826971.0000         0.0000   9999999.0000        -0.1120
8826761.0000         0.0000   9999999.0000        -0.1120
8826908.0000         0.0000   9999999.0000        -0.1120
8826770.0000         0.0000   9999999.0000        -0.1120
8826756.0000         0.0000   9999999.0000        -0.1120
8826585.0000         0.0000   9999999.0000        -0.1118
8826439.0000         0.0000   9999999.0000        -0.1118
8826279.0000         0.0000   9999999.0000        -0.1118
8826339.0000         0.0000   9999999.0000        -0.1118
8826250.0000         0.0000   9999999.0000        -0.1118
8826235.0000         0.0000   9999999.0000        -0.1118
8826178.0000         0.0000   9999999.0000        -0.1118
